Title,Company,Location,Salary,Experience,Posted,Apply Link
MIS Assistant,Cameo Corporate Services Limited,Chennai,"₹ 2,00,000 - 2,00,002₹ 2,00,000 - 2,00,002 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-mis-assistant-job-in-chennai-at-cameo-corporate-services-limited1750930969
Project Incharge,Zigma Global Environ Solutions Pvt Ltd,Work from home,"₹ 2,00,000₹ 2,00,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-project-incharge-job-at-zigma-global-environ-solutions-pvt-ltd1751222085
Sales Representative - Uniforms,Mafatlal Industries Limited,"Thane,Navi Mumbai,Mumbai,Mira Bhayandar,Vasai-Virar","₹ 2,00,000₹ 2,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/sales-representative-uniforms-job-in-multiple-locations-at-mafatlal-industries-limited1750932801
General Management Trainee,Restaurant Brands Asia Limited (Formerly Known As Burger King India Limited),Mumbai,"₹ 2,00,000₹ 2,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-general-management-trainee-job-in-mumbai-at-restaurant-brands-asia-limited-formerly-known-as-burger-king-india-limited1750863209
Python Developer,Clump Coder,Work from home,"₹ 2,00,000₹ 2,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-python-developer-job-at-clump-coder1750832057
Documentation And Support,Bharti Foundation,Gurgaon,"₹ 2,00,000₹ 2,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-documentation-and-support-job-in-gurgaon-at-bharti-foundation1750405875
Data Partner (Clinical Medicine),TELUS International AI Inc.,Work from home,"$ 16,640 - 24,960$ 16,640 - 24,960 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-data-partner-clinical-medicine-job-at-telus-international-ai-inc1751344296
PhD Data Partner - (Diagnostics & Laboratory Medicine - Asia),TELUS International AI Inc.,Work from home,"$ 16,640 - 24,960$ 16,640 - 24,960 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-part-time-phd-data-partner-diagnostics-laboratory-medicine-asia-job-at-telus-international-ai-inc1751344155
PhD Data Partner - Basic Medical Science,TELUS International AI Inc.,Work from home,"$ 16,640 - 20,800$ 16,640 - 20,800 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-phd-data-partner-basic-medical-science-job-at-telus-international-ai-inc1751344987
Data Partner - Biology,TELUS International AI Inc.,Work from home,"$ 16,640 - 20,800$ 16,640 - 20,800 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-data-partner-biology-job-at-telus-international-ai-inc1751344447
Data Partner - Chemistry,TELUS International AI Inc.,Work from home,"$ 16,640 - 20,800$ 16,640 - 20,800 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-data-partner-chemistry-job-at-telus-international-ai-inc1751344343
PhD Data Partner - Physics - Asia,TELUS International AI Inc.,Work from home,"$ 16,640 - 20,800$ 16,640 - 20,800 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-part-time-phd-data-partner-physics-asia-job-at-telus-international-ai-inc1751344052
Data Partner - Business Writer In Asia,TELUS International AI Inc.,Work from home,"$ 6,000 - 8,000$ 6,000 - 8,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-data-partner-business-writer-in-asia-job-at-telus-international-ai-inc1751343875
PhD Data Partner - Maths In Asia,TELUS International AI Inc.,Work from home,"$ 6,000 - 8,000$ 6,000 - 8,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-phd-data-partner-maths-in-asia-job-at-telus-international-ai-inc1751343779
PhD Data Partner - Journalistic Writer In Asia,TELUS International AI Inc.,Work from home,"$ 6,000 - 8,000$ 6,000 - 8,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-phd-data-partner-journalistic-writer-in-asia-job-at-telus-international-ai-inc1751343781
Data Partner (Academic Writer In Asia),TELUS International AI Inc.,Work from home,"$ 6,000 - 8,000$ 6,000 - 8,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-data-partner-academic-writer-in-asia-job-at-telus-international-ai-inc1751343474
Phd Data Partner - (Mechanical Engineer In Asia),TELUS International AI Inc.,Work from home,"$ 6,000 - 8,000$ 6,000 - 8,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-part-time-phd-data-partner-mechanical-engineer-in-asia-job-at-telus-international-ai-inc1751343311
PhD Data Partner - (Creative Writer - Asia),TELUS International AI Inc.,Work from home,"$ 2,000 - 4,000$ 2,000 - 4,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-phd-data-partner-creative-writer-asia-job-at-telus-international-ai-inc1751370087
General Manager Architecture,Placement Partners Consulting,Bangalore,"₹ 50,00,000 - 65,00,000₹ 50,00,000 - 65,00,000 /year",18 year(s),3 weeks ago,https://internshala.com/job/detail/general-manager-architecture-job-in-bangalore-at-placement-partners-consulting1750379678
Cardiologist,Hire Xpert,"Amritsar,Raigarh,Sambalpur,Kasaragod,Bargarh","₹ 48,00,000 - 70,00,000₹ 48,00,000 - 70,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-cardiologist-job-in-multiple-locations-at-hire-xpert1749754889
Packaging Commercialization Lead- Beverages,Reliance Retail,,"₹ 45,00,000 - 60,00,000₹ 45,00,000 - 60,00,000 /year",10 year(s),3 weeks ago,https://internshala.com/job/detail/packaging-commercialization-lead-beverages-job-in-multiple-locations-at-reliance-retail1749103457
GCP Architecture,I4 Consulting : Reimagining HR Blueprints,"Chennai,Pune,Hyderabad,Bangalore","₹ 40,00,000 - 50,00,000₹ 40,00,000 - 50,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/gcp-architecture-job-in-multiple-locations-at-i4-consulting--reimagining-hr-blueprints1749617354
Product Marketing Manager,Shiprocket,Gurgaon,"₹ 40,00,000 - 50,00,000₹ 40,00,000 - 50,00,000 /year",7 year(s),3 weeks ago,https://internshala.com/job/detail/product-marketing-manager-job-in-gurgaon-at-shiprocket1747269128
Director- Wealth Management - Business Development,JR Laddha Financial Services Pvt. Ltd.,"Delhi,Bangalore","₹ 40,00,000 - 45,00,000₹ 40,00,000 - 45,00,000 /year",10 year(s),2 weeks ago,https://internshala.com/job/detail/director-wealth-management-business-development-job-in-multiple-locations-at-jr-laddha-financial-services-pvt-ltd1750811685
Radiologist,Hire Xpert,"Bhubaneswar,Ghaziabad,Sambalpur,Shimoga,Bargarh,Bilaspur,Bangalore","₹ 36,00,000 - 60,00,000₹ 36,00,000 - 60,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-radiologist-job-in-multiple-locations-at-hire-xpert1749754887
Senior Architect,Bharat Business Innovations Pvt Ltd,Navi Mumbai,"₹ 35,00,000 - 60,00,000₹ 35,00,000 - 60,00,000 /year",10 year(s),3 weeks ago,https://internshala.com/job/detail/senior-architect-job-in-navi-mumbai-at-bharat-business-innovations-pvt-ltd1749668427
Lead - Salesforce Financial Cloud,Kiash Solutions LLP,"Chennai,Hyderabad","₹ 35,00,000 - 55,00,000₹ 35,00,000 - 55,00,000 /year",7 year(s),3 weeks ago,https://internshala.com/job/detail/lead-salesforce-financial-cloud-job-in-multiple-locations-at-kiash-solutions-llp1749049332
Head Of Growth & Marketing,Olive Trees Consulting,Bangalore,"₹ 35,00,000 - 45,00,000₹ 35,00,000 - 45,00,000 /year",6 year(s),3 weeks ago,https://internshala.com/job/detail/head-of-growth-marketing-job-in-bangalore-at-olive-trees-consulting1749616566
Vertical Head,Agrinext Consultancy,"Pune,Bangalore","₹ 31,00,000 - 34,00,000₹ 31,00,000 - 34,00,000 /year",15 year(s),1 week ago,https://internshala.com/job/detail/vertical-head-job-in-multiple-locations-at-agrinext-consultancy1751329847
Vertical Head,Agrinext Consultancy,Pune,"₹ 31,00,000 - 34,00,000₹ 31,00,000 - 34,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/vertical-head-job-in-pune-at-agrinext-consultancy1750100502
Digital Marketing Specialist,Music & Movies,Work from home,"₹ 30,00,000 - 60,00,000₹ 30,00,000 - 60,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-digital-marketing-specialist-job-at-music-movies1751003526
Rheumatology,Hire Xpert,Bangalore,"₹ 30,00,000 - 50,00,000₹ 30,00,000 - 50,00,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/rheumatology-job-in-bangalore-at-hire-xpert1751416357
Techno-Commercial Manager  Manufacturing Plant,Reliance Retail,"Begusarai,Indore,Kolkata","₹ 30,00,000 - 45,00,000₹ 30,00,000 - 45,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/techno-commercial-manager-manufacturing-plant-job-in-multiple-locations-at-reliance-retail1749104108
Lead Design Engr - HSE Loss Prevention,Reliance Industries Limited,Mumbai,"₹ 30,00,000 - 40,00,000₹ 30,00,000 - 40,00,000 /year",10 year(s),3 weeks ago,https://internshala.com/job/detail/lead-design-engr-hse-loss-prevention-job-in-mumbai-at-reliance-industries-limited1749150081
.NET PROJECT MANAGER,Aces Global Consulting Pvt Ltd,Work from home,"₹ 30,00,000 - 35,00,000₹ 30,00,000 - 35,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/remote-net-project-manager-job-at-aces-global-consulting-pvt-ltd1749616992
Developer,I4 Consulting : Reimagining HR Blueprints,"Chennai,Pune,Hyderabad,Bangalore","₹ 30,00,000 - 35,00,000₹ 30,00,000 - 35,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/developer-job-in-multiple-locations-at-i4-consulting--reimagining-hr-blueprints1749616929
Java Technical Lead,I4 Consulting : Reimagining HR Blueprints,Bangalore,"₹ 30,00,000 - 35,00,000₹ 30,00,000 - 35,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/java-technical-lead-job-in-bangalore-at-i4-consulting--reimagining-hr-blueprints1749616567
Maintenance Manager - Beverages Business,Reliance Retail,Surat,"₹ 30,00,000 - 35,00,000₹ 30,00,000 - 35,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/maintenance-manager-beverages-business-job-in-surat-at-reliance-retail1749103450
Quality Assurance Manager,Reliance Retail,,"₹ 26,00,000 - 35,00,000₹ 26,00,000 - 35,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/quality-assurance-manager-job-in-multiple-locations-at-reliance-retail1750293174
MS Fabric Architect,Zensar Technologies,"Pune,Hyderabad,Bangalore","₹ 25,00,000 - 60,00,000₹ 25,00,000 - 60,00,000 /year",10 year(s),3 weeks ago,https://internshala.com/job/detail/ms-fabric-architect-job-in-multiple-locations-at-zensar-technologies1750379556
Operations Manager  Manufacturing (Beverages),Reliance Retail,,"₹ 25,00,000 - 35,00,000₹ 25,00,000 - 35,00,000 /year",10 year(s),3 weeks ago,https://internshala.com/job/detail/operations-manager-manufacturing-beverages-job-in-multiple-locations-at-reliance-retail1749104065
Head  Accounts & Finance,Almighty HRD Consultants,Coimbatore,"₹ 25,00,000 - 32,00,000₹ 25,00,000 - 32,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/head-accounts-finance-job-in-coimbatore-at-almighty-hrd-consultants1749582027
SAP Technical Architect,Kiash Solutions LLP,"Chennai,Hyderabad,Bangalore","₹ 25,00,000 - 32,00,000₹ 25,00,000 - 32,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/sap-technical-architect-job-in-multiple-locations-at-kiash-solutions-llp1749103406
Principal Software Engineer,Kiash Solutions LLP,Work from home,"₹ 25,00,000 - 30,00,000₹ 25,00,000 - 30,00,000 /year",12 year(s),1 week ago,https://internshala.com/job/detail/remote-principal-software-engineer-job-at-kiash-solutions-llp1751502710
Principal Software Engineer  Angular & Azure,Kiash Solutions LLP,Work from home,"₹ 25,00,000 - 30,00,000₹ 25,00,000 - 30,00,000 /year",12 year(s),1 week ago,https://internshala.com/job/detail/remote-principal-software-engineer-angular-azure-job-at-kiash-solutions-llp1751416300
SAP ECC Service Management Consultant,INTINERI INFOSOL PRIVATE LIMITED,Bangalore,"₹ 25,00,000 - 30,00,000₹ 25,00,000 - 30,00,000 /year",10 year(s),3 weeks ago,https://internshala.com/job/detail/sap-ecc-service-management-consultant-job-in-bangalore-at-intineri-infosol-private-limited1750186828
Embedded Software Engineer - II,Team Computers,Bangalore,"₹ 25,00,000 - 30,00,000₹ 25,00,000 - 30,00,000 /year",6 year(s),3 weeks ago,https://internshala.com/job/detail/embedded-software-engineer-ii-job-in-bangalore-at-team-computers1749617175
Credit Underwriter,Aces Global Consulting Pvt Ltd,,"₹ 25,00,000 - 30,00,000₹ 25,00,000 - 30,00,000 /year",5 year(s),3 weeks ago,https://internshala.com/job/detail/credit-underwriter-job-in-multiple-locations-at-aces-global-consulting-pvt-ltd1749582018
Head Of HR (Manufacturing -TD & OD),Almighty HRD Consultants,Coimbatore,"₹ 25,00,000 - 30,00,000₹ 25,00,000 - 30,00,000 /year",15 year(s),3 weeks ago,https://internshala.com/job/detail/head-of-hr-manufacturing-td-od-job-in-coimbatore-at-almighty-hrd-consultants1749495620
Full Stack Developer,I4 Consulting : Reimagining HR Blueprints,"Gurgaon,Hyderabad,Noida","₹ 25,00,000 - 30,00,000₹ 25,00,000 - 30,00,000 /year",9 year(s),3 weeks ago,https://internshala.com/job/detail/full-stack-developer-job-in-multiple-locations-at-i4-consulting--reimagining-hr-blueprints1749104004
Head HR,Almighty HRD Consultants,Coimbatore,"₹ 25,00,000 - 30,00,000₹ 25,00,000 - 30,00,000 /year",15 year(s),3 weeks ago,https://internshala.com/job/detail/head-hr-job-in-coimbatore-at-almighty-hrd-consultants1749103942
General Manager Finance,GREATBELL HR Consultancy Services PVT LTD,"Chennai,Thiruvananthapuram,Hyderabad,Mumbai,Ernakulam,Bangalore,Cochin","₹ 24,00,000 - 36,00,000₹ 24,00,000 - 36,00,000 /year",15 year(s),3 weeks ago,https://internshala.com/job/detail/general-manager-finance-job-in-multiple-locations-at-greatbell-hr-consultancy-services-pvt-ltd1750379787
Oracle JDE Worldsoft Technical Developer,ALIQAN Technologies,Work from home,"₹ 24,00,000 - 36,00,000₹ 24,00,000 - 36,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/remote-oracle-jde-worldsoft-technical-developer-job-at-aliqan-technologies1749616695
Contract Manager - MEP,Placement Partners Consulting,Bangalore,"₹ 24,00,000 - 30,00,000₹ 24,00,000 - 30,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/contract-manager-mep-job-in-bangalore-at-placement-partners-consulting1749754877
System Architect,ALIQAN Technologies,Work from home,"₹ 24,00,000 - 30,00,000₹ 24,00,000 - 30,00,000 /year",10 year(s),3 weeks ago,https://internshala.com/job/detail/remote-system-architect-job-at-aliqan-technologies1749616462
PHP Developer,ALIQAN Technologies,Bangalore,"₹ 24,00,000 - 30,00,000₹ 24,00,000 - 30,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/php-developer-job-in-bangalore-at-aliqan-technologies1749103393
Digital Marketing Manager,Olive Trees Consulting,,"₹ 24,00,000 - 28,00,000₹ 24,00,000 - 28,00,000 /year",5 year(s),3 weeks ago,https://internshala.com/job/detail/digital-marketing-manager-job-in-multiple-locations-at-olive-trees-consulting1749103522
Assistant Civil Engineer-Industrial Water,Wisecor Services Private Limited,Chennai,"₹ 23,00,000 - 25,00,000₹ 23,00,000 - 25,00,000 /year",15 year(s),3 weeks ago,https://internshala.com/job/detail/assistant-civil-engineer-industrial-water-job-in-chennai-at-wisecor-services-private-limited1749668424
Head Of Engineering - Hospitals,Sir H.N. Reliance Foundation Hospital & Research Centre,Mumbai,"₹ 20,00,008 - 45,00,000₹ 20,00,008 - 45,00,000 /year",12 year(s),3 weeks ago,https://internshala.com/job/detail/head-of-engineering-hospitals-job-in-mumbai-at-sir-hn-reliance-foundation-hospital-research-centre1749616925
Pvt. Cloud SME/Architect,Jio,"Delhi,Mumbai,Bangalore","₹ 20,00,000 - 40,00,000₹ 20,00,000 - 40,00,000 /year",10 year(s),3 weeks ago,https://internshala.com/job/detail/pvt-cloud-sme-architect-job-in-multiple-locations-at-jio1750293327
Python Developer,Chiselon Technologies Pvt Ltd,"Anantapur,Hyderabad,Bangalore","₹ 20,00,000 - 40,00,000₹ 20,00,000 - 40,00,000 /year",7 year(s),3 weeks ago,https://internshala.com/job/detail/python-developer-job-in-multiple-locations-at-chiselon-technologies-pvt-ltd1749103824
AI Engineer,Innovative Talent Solutions,Chennai,"₹ 20,00,000 - 35,00,000₹ 20,00,000 - 35,00,000 /year",3 year(s),1 week ago,https://internshala.com/job/detail/ai-engineer-job-in-chennai-at-innovative-talent-solutions1751502769
Full Stack Engineer,Talent Corner HR Services Private Limited,Mumbai,"₹ 20,00,000 - 35,00,000₹ 20,00,000 - 35,00,000 /year",6 year(s),1 week ago,https://internshala.com/job/detail/full-stack-engineer-job-in-mumbai-at-talent-corner-hr-services-private-limited1751070829
Java Architect,Almighty HRD Consultants,Bangalore,"₹ 20,00,000 - 35,00,000₹ 20,00,000 - 35,00,000 /year",7 year(s),3 weeks ago,https://internshala.com/job/detail/java-architect-job-in-bangalore-at-almighty-hrd-consultants1750379564
Cloud Engineer,Chiselon Technologies Pvt Ltd,Work from home,"₹ 20,00,000 - 35,00,000₹ 20,00,000 - 35,00,000 /year",7 year(s),3 weeks ago,https://internshala.com/job/detail/remote-cloud-engineer-job-at-chiselon-technologies-pvt-ltd1749617175
Product Owner SAP Master Data Governance,EIL Global IT Solutions And Services Pvt Ltd,"Delhi,Pune,Mumbai,Bangalore","₹ 20,00,000 - 30,00,000₹ 20,00,000 - 30,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/product-owner-sap-master-data-governance-job-in-multiple-locations-at-eil-global-it-solutions-and-services-pvt-ltd1749754811
Lead/Sr Consultant Software Asset Management(SAM),EIL Global IT Solutions And Services Pvt Ltd,Bangalore,"₹ 20,00,000 - 30,00,000₹ 20,00,000 - 30,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/lead-sr-consultant-software-asset-managementsam-job-in-bangalore-at-eil-global-it-solutions-and-services-pvt-ltd1749616388
Technical Manager - Manufacturing (Beverages),Reliance Retail,"Indore,Jalgaon,Pune,Surat","₹ 20,00,000 - 30,00,000₹ 20,00,000 - 30,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/technical-manager-manufacturing-beverages-job-in-multiple-locations-at-reliance-retail1749104066
Technical Manager - Manufacturing (Beverages),Reliance Retail,"Begusarai,Guwahati,Kolkata","₹ 20,00,000 - 30,00,000₹ 20,00,000 - 30,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/technical-manager-manufacturing-beverages-job-in-multiple-locations-at-reliance-retail1749104065
Lead/Sr Consultant - Enterprise License Management,EIL Global IT Solutions And Services Pvt Ltd,Bangalore,"₹ 20,00,000 - 29,00,000₹ 20,00,000 - 29,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/lead-sr-consultant-enterprise-license-management-job-in-bangalore-at-eil-global-it-solutions-and-services-pvt-ltd1749616388
MFT Axway Administration & Developer,Web Idea Solution LLP,,"₹ 20,00,000 - 27,00,000₹ 20,00,000 - 27,00,000 /year",6 year(s),3 weeks ago,https://internshala.com/job/detail/mft-axway-administration-developer-job-in-multiple-locations-at-web-idea-solution-llp1749668422
Senior Informatica Engineer,Web Idea Solution LLP,Work from home,"₹ 20,00,000 - 27,00,000₹ 20,00,000 - 27,00,000 /year",6 year(s),3 weeks ago,https://internshala.com/job/detail/remote-senior-informatica-engineer-job-at-web-idea-solution-llp1749668423
Big Data Lead,Populace World Solutions,Pune,"₹ 20,00,000 - 25,00,000₹ 20,00,000 - 25,00,000 /year",8 year(s),1 week ago,https://internshala.com/job/detail/big-data-lead-job-in-pune-at-populace-world-solutions1751329965
Level 3 Network Engineer,Kiash Solutions LLP,Hyderabad,"₹ 20,00,000 - 25,00,000₹ 20,00,000 - 25,00,000 /year",7 year(s),2 weeks ago,https://internshala.com/job/detail/level-3-network-engineer-job-in-hyderabad-at-kiash-solutions-llp1750984485
Assistant Vice President - Automation,Wisecor Services Private Limited,Thane,"₹ 20,00,000 - 25,00,000₹ 20,00,000 - 25,00,000 /year",7 year(s),3 weeks ago,https://internshala.com/job/detail/assistant-vice-president-automation-job-in-thane-at-wisecor-services-private-limited1749927609
Sr. Manager / AVP  Business Development & Sales,Wisecor Services Private Limited,"Thane,Mumbai","₹ 20,00,000 - 25,00,000₹ 20,00,000 - 25,00,000 /year",8 year(s),3 weeks ago,https://internshala.com/job/detail/sr-manager-avp-business-development-sales-job-in-multiple-locations-at-wisecor-services-private-limited1749841226
